1,FEC ID,STATE,STATE ABBREVIATION,GENERAL ELECTION DATE,FIRST NAME,LAST NAME,"LAST NAME,  FIRST",TOTAL VOTES,PARTY,GENERAL RESULTS,TOTAL VOTES #,GENERAL %,WINNER INDICATOR
466,n/a,Mississippi,MS,08/11/2016,,,,Total State Votes:,,,"1,209,357",,
467,n/a,Mississippi,MS,08/11/2016,,,,,,,,,
468,P80001571,Missouri,MO,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"1,594,511",,56.77%,W
469,P00003392,Missouri,MO,08/11/2016,Hillary Rodham,Clinton,"Clinton, Hillary Rodham",,DEM,"1,071,068",,38.14%,
470,P20002671,Missouri,MO,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"97,359",,3.47%,
471,P20003984,Missouri,MO,08/11/2016,Jill ,Stein,"Stein, Jill ",,GRE,"25,419",,0.91%,
472,P60021102,Missouri,MO,08/11/2016,Darrell L.,Castle,"Castle, Darrell L.",,CON,"13,092",,0.47%,
473,P60022654,Missouri,MO,08/11/2016,Evan,McMullin,"McMullin, Evan",,W,"7,071",,0.25%,
474,P20005260,Missouri,MO,08/11/2016,Tom ,Hoefling,"Hoefling, Tom ",,W,48,,0.00%,
475,P20004511,Missouri,MO,08/11/2016,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,28,,0.00%,
476,P60016342,Missouri,MO,08/11/2016,"""Rocky"" Roque",De La Fuente,"De La Fuente, ""Rocky"" Roque",,W,6,,0.00%,
477,n/a,Missouri,MO,08/11/2016,Marshall,Schoenke,"Schoenke, Marshall",,W,3,,0.00%,
478,n/a,Missouri,MO,08/11/2016,,,,Total State Votes:,,,"2,808,605",,
479,n/a,Missouri,MO,08/11/2016,,,,,,,,,
480,P80001571,Montana,MT,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"279,240",,56.17%,W
481,P00003392,Montana,MT,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"177,709",,35.75%,
482,P20002671,Montana,MT,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"28,037",,5.64%,
483,P20003984,Montana,MT,08/11/2016,Jill,Stein,"Stein, Jill",,GRE,"7,970",,1.60%,
484,P60022654,Montana,MT,08/11/2016,Evan,McMullin,"McMullin, Evan",,W,"2,297",,0.46%,
485,P60016342,Montana,MT,08/11/2016,"""Rocky"" Roque",De La Fuente,"De La Fuente, ""Rocky"" Roque",,ADP,"1,570",,0.32%,
486,P60021102,Montana,MT,08/11/2016,Darrell L.,Castle,"Castle, Darrell L.",,W,296,,0.06%,
487,P20005260,Montana,MT,08/11/2016,Tom,Hoefling,"Hoefling, Tom",,W,10,,0.00%,
488,P20004511,Montana,MT,08/11/2016,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,7,,0.00%,
489,P60015351,Montana,MT,08/11/2016,Andrew D.,Basiago,"Basiago, Andrew D.",,W,3,,0.00%,
490,P60020757,Montana,MT,08/11/2016,Robert L.,Buchanan,"Buchanan, Robert L.",,W,2,,0.00%,
491,P60018249,Montana,MT,08/11/2016,Joseph,Maldonado,"Maldonado, Joseph",,W,1,,0.00%,
492,P60019114,Montana,MT,08/11/2016,Laio,Morris,"Morris, Laio",,W,1,,0.00%,
493,P60004868,Montana,MT,08/11/2016,Darryl W.,Perry,"Perry, Darryl W.",,W,1,,0.00%,
494,P00003962,Montana,MT,08/11/2016,Joe,Schriner,"Schriner, Joe",,W,1,,0.00%,
495,P60016623,Montana,MT,08/11/2016,Michael L. (Mike),Smith,"Smith, Michael L. (Mike)",,W,1,,0.00%,
496,P60018017,Montana,MT,08/11/2016,Emidio,Soltysik,"Soltysik, Emidio",,W,1,,0.00%,
497,n/a,Montana,MT,08/11/2016,,,,Total State Votes:,,,"497,147",,
498,n/a,Montana,MT,08/11/2016,,,,,,,,,
499,P80001571,Nebraska,NE,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"495,961",,58.75%,W
500,P00003392,Nebraska,NE,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"284,494",,33.70%,
501,P20002671,Nebraska,NE,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"38,946",,4.61%,
502,n/a,Nebraska,NE,08/11/2016,,Scattered,Scattered,,W,"16,051",,1.90%,
503,P20003984,Nebraska,NE,08/11/2016,Jill,Stein,"Stein, Jill",,BP,"8,775",,1.04%,
504,n/a,Nebraska,NE,08/11/2016,,,,Total State Votes:,,,"844,227",,
505,n/a,Nebraska,NE,08/11/2016,,,,,,,,,
506,P00003392,Nevada,NV,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"539,260",,47.92%,W
507,P80001571,Nevada,NV,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"512,058",,45.50%,
508,P20002671,Nevada,NV,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"37,384",,3.32%,
509,n/a,Nevada,NV,08/11/2016,,None of These Candidates,None of These Candidates,,,"28,863",,2.56%,
510,P60021102,Nevada,NV,08/11/2016,Darrell,Castle,"Castle, Darrell",,IAP,"5,268",,0.47%,
511,P60016342,Nevada,NV,08/11/2016,"Roque ""Rocky""",De La Fuente,"De La Fuente, Roque ""Rocky""",,NPY,"2,552",,0.23%,
512,n/a,Nevada,NV,08/11/2016,,,,Total State Votes:,,,"1,125,385",,
513,n/a,Nevada,NV,08/11/2016,,,,,,,,,
514,P00003392,New Hampshire,NH,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"348,526",,46.83%,W
515,P80001571,New Hampshire,NH,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"345,790",,46.46%,
516,P20002671,New Hampshire,NH,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"30,777",,4.14%,
517,P20003984,New Hampshire,NH,08/11/2016,Jill ,Stein,"Stein, Jill ",,GRE,"6,496",,0.87%,
518,P60007168,New Hampshire,NH,08/11/2016,Bernie,Sanders,"Sanders, Bernie",,W,"4,493",,0.60%,
519,n/a,New Hampshire,NH,08/11/2016,,Scattered,Scattered,,W,"2,411",,0.32%,
520,P60003670,New Hampshire,NH,08/11/2016,John,Kasich,"Kasich, John",,W,"1,365",,0.18%,
521,P60022654,New Hampshire,NH,08/11/2016,Evan,McMullin,"McMullin, Evan",,W,"1,064",,0.14%,
522,n/a,New Hampshire,NH,08/11/2016,Mike,Pence,"Pence, Mike",,W,937,,0.13%,
523,P60016342,New Hampshire,NH,08/11/2016,"Roque ""Rocky""",De La Fuente,"De La Fuente, Roque ""Rocky""",,ADP,678,,0.09%,
524,P80003353,New Hampshire,NH,08/11/2016,Mitt,Romney,"Romney, Mitt",,W,540,,0.07%,
525,n/a,New Hampshire,NH,08/11/2016,Paul,Ryan,"Ryan, Paul",,W,280,,0.04%,
526,P60008059,New Hampshire,NH,08/11/2016,Jeb ,Bush,"Bush, Jeb ",,W,230,,0.03%,
527,P60006723,New Hampshire,NH,08/11/2016,Marco,Rubio,"Rubio, Marco",,W,136,,0.02%,
528,P60006111,New Hampshire,NH,08/11/2016,Ted ,Cruz,"Cruz, Ted ",,W,129,,0.02%,
529,P80002801,New Hampshire,NH,08/11/2016,John,McCain,"McCain, John",,W,127,,0.02%,
530,n/a,New Hampshire,NH,08/11/2016,Ron or Rand,Paul,"Paul, Ron or Rand",,W,98,,0.01%,
531,P60005915,New Hampshire,NH,08/11/2016,Ben ,Carson,"Carson, Ben ",,W,83,,0.01%,
532,n/a,New Hampshire,NH,08/11/2016,Vermin,Supreme,"Supreme, Vermin",,W,58,,0.01%,
533,P80000722,New Hampshire,NH,08/11/2016,Joe  ,Biden,"Biden, Joe  ",,W,55,,0.01%,
534,P60008521,New Hampshire,NH,08/11/2016,Chris ,Christie,"Christie, Chris ",,W,23,,0.00%,
535,n/a,New Hampshire,NH,08/11/2016,,,,Total State Votes:,,,"744,296",,
536,n/a,New Hampshire,NH,08/11/2016,,,,,,,,,
537,P00003392,New Jersey,NJ,08/11/2016,Hillary Rodham,Clinton,"Clinton, Hillary Rodham",,DEM,"2,148,278",,55.45%,W
538,P80001571,New Jersey,NJ,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"1,601,933",,41.35%,
539,P20002671,New Jersey,NJ,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"72,477",,1.87%,
540,P20003984,New Jersey,NJ,08/11/2016,Jill,Stein,"Stein, Jill",,GRE,"37,772",,0.98%,
541,P60021102,New Jersey,NJ,08/11/2016,Darrell,Castle,"Castle, Darrell",,CON,"6,161",,0.16%,
542,P80005473,New Jersey,NJ,08/11/2016,Alyson,Kennedy,"Kennedy, Alyson",,SWP,"2,156",,0.06%,
543,P60016342,New Jersey,NJ,08/11/2016,Rocky Roque,De La Fuente,"De La Fuente, Rocky Roque",,ADP,"1,838",,0.05%,
544,P60004405,New Jersey,NJ,08/11/2016,Monica,Moorehead,"Moorehead, Monica",,WW,"1,749",,0.05%,
545,P80005572,New Jersey,NJ,08/11/2016,Gloria,La Riva,"La Riva, Gloria",,SLP,"1,682",,0.04%,
546,n/a,New Jersey,NJ,08/11/2016,,,,Total State Votes:,,,"3,874,046",,
547,n/a,New Jersey,NJ,08/11/2016,,,,,,,,,
548,P00003392,New Mexico,NM,08/11/2016,Hillary Rodham,Clinton,"Clinton, Hillary Rodham",,DEM,"385,234",,48.26%,W
549,P80001571,New Mexico,NM,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"319,667",,40.04%,
550,P20002671,New Mexico,NM,08/11/2016,Gary ,Johnson,"Johnson, Gary ",,LIB,"74,541",,9.34%,
551,P20003984,New Mexico,NM,08/11/2016,Jill ,Stein,"Stein, Jill ",,GRE,"9,879",,1.24%,
552,P60022654,New Mexico,NM,08/11/2016,Evan,McMullin,"McMullin, Evan",,BFA,"5,825",,0.73%,
553,P60021102,New Mexico,NM,08/11/2016,Darrell,Castle,"Castle, Darrell",,CON,"1,514",,0.19%,
554,P80005572,New Mexico,NM,08/11/2016,Gloria,La Riva,"La Riva, Gloria",,PSL,"1,184",,0.15%,
555,P60016342,New Mexico,NM,08/11/2016,"""Rocky"" Roque",De La Fuente,"De La Fuente, ""Rocky"" Roque",,ADP,475,,0.06%,
556,n/a,New Mexico,NM,08/11/2016,,,,Total State Votes:,,,"798,319",,
557,n/a,New Mexico,NM,08/11/2016,,,,,,,,,
558,P00003392,New York,NY,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,Combined Parties:,,"4,556,118",59.01%,W
559,P00003392,New York,NY,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"4,379,783",,56.72%,
560,P00003392,New York,NY,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,WF,"140,043",,1.81%,
561,P00003392,New York,NY,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,WEP,"36,292",,0.47%,
562,P80001571,New York,NY,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,Combined Parties:,,"2,819,533",36.52%,
563,P80001571,New York,NY,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"2,527,141",,32.73%,
564,P80001571,New York,NY,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,C,"292,392",,3.79%,
565,P20002671,New York,NY,08/11/2016,Gary,Johnson,"Johnson, Gary",,Combined Parties:,,"176,598",2.29%,
566,P20002671,New York,NY,08/11/2016,Gary,Johnson,"Johnson, Gary",,IDP,"119,160",,1.54%,
567,P20002671,New York,NY,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"57,438",,0.74%,
568,P20003984,New York,NY,08/11/2016,Jill ,Stein,"Stein, Jill ",,GRE,"107,935",,1.40%,
569,n/a,New York,NY,08/11/2016,,Scattered,Scattered,,W,"48,343",,0.63%,
570,P60022654,New York,NY,08/11/2016,Evan,McMullin,"McMullin, Evan",,W,"10,397",,0.13%,
571,P60021102,New York,NY,08/11/2016,Darrell,Castle,"Castle, Darrell",,W,955,,0.01%,
572,P60022787,New York,NY,08/11/2016,Michael A.,Maturen,"Maturen, Michael A.",,W,458,,0.01%,
573,P80005572,New York,NY,08/11/2016,Gloria,La Riva,"La Riva, Gloria",,W,175,,0.00%,
574,P20005260,New York,NY,08/11/2016,Tom,Hoefling,"Hoefling, Tom",,W,137,,0.00%,
575,P60009917,New York,NY,08/11/2016,Chris,Keniston,"Keniston, Chris",,W,90,,0.00%,
576,P60017852,New York,NY,08/11/2016,Clifton,Roberts,"Roberts, Clifton",,W,88,,0.00%,
577,n/a,New York,NY,08/11/2016,Jason,Mutford,"Mutford, Jason",,W,85,,0.00%,
578,P60008190,New York,NY,08/11/2016,Zoltan Istvan,Gyurko,"Gyurko, Zoltan Istvan",,W,76,,0.00%,
579,P60005808,New York,NY,08/11/2016,Lynn,Kahn,"Kahn, Lynn",,W,72,,0.00%,
580,P60004405,New York,NY,08/11/2016,Monica ,Moorehead,"Moorehead, Monica ",,W,68,,0.00%,
581,P60020757,New York,NY,08/11/2016,Robert L.,Buchanan,"Buchanan, Robert L.",,W,58,,0.00%,
582,n/a,New York,NY,08/11/2016,Ben,Hartnell,"Hartnell, Ben",,W,42,,0.00%,
583,P60018017,New York,NY,08/11/2016,Emidio,Soltysik,"Soltysik, Emidio",,W,36,,0.00%,
584,P60016342,New York,NY,08/11/2016,"""Rocky"" Roque",De La Fuente,"De La Fuente, ""Rocky"" Roque",,W,35,,0.00%,
585,n/a,New York,NY,08/11/2016,Ariel ,Cohen,"Cohen, Ariel ",,W,33,,0.00%,
586,n/a,New York,NY,08/11/2016,William J.,Connolly,"Connolly, William J.",,W,30,,0.00%,
587,P80000268,New York,NY,08/11/2016,Willie ,Carter,"Carter, Willie ",,W,18,,0.00%,
588,n/a,New York,NY,08/11/2016,Jeffrey,Mackler,"Mackler, Jeffrey",,W,15,,0.00%,
589,n/a,New York,NY,08/11/2016,Neer R.,Asherie,"Asherie, Neer R.",,W,9,,0.00%,
590,n/a,New York,NY,08/11/2016,Michael Frederick,Ingbar,"Ingbar, Michael Frederick",,W,8,,0.00%,
591,n/a,New York,NY,08/11/2016,Jason,Fried,"Fried, Jason",,W,6,,0.00%,
592,P60023074,New York,NY,08/11/2016,Gary S.,Canns,"Canns, Gary S.",,W,5,,0.00%,
593,n/a,New York,NY,08/11/2016,Robert M.,Wolff,"Wolff, Robert M.",,W,5,,0.00%,
594,n/a,New York,NY,08/11/2016,Tony,Valdivia,"Valdivia, Tony",,W,4,,0.00%,
595,n/a,New York,NY,08/11/2016,Marshall,Schoenke,"Schoenke, Marshall",,W,3,,0.00%,
596,n/a,New York,NY,08/11/2016,Ryan Alan,Scott,"Scott, Ryan Alan",,W,3,,0.00%,
597,n/a,New York,NY,08/11/2016,Mark  ,Blickley,"Blickley, Mark  ",,W,2,,0.00%,
598,n/a,New York,NY,08/11/2016,Esther,Welsh,"Welsh, Esther",,W,1,,0.00%,
599,n/a,New York,NY,08/11/2016,Barbara,Whitaker,"Whitaker, Barbara",,W,1,,0.00%,
600,n/a,New York,NY,08/11/2016,,,,Total State Votes:,,,"7,721,442",,
601,n/a,New York,NY,08/11/2016,,,,,,,,,
602,P80001571,North Carolina,NC,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"2,362,631",,49.83%,W
603,P00003392,North Carolina,NC,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"2,189,316",,46.17%,
604,P20002671,North Carolina,NC,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"130,126",,2.74%,
605,n/a,North Carolina,NC,08/11/2016,,Scattered,Scattered,,W,"47,386",,1.00%,
606,P20003984,North Carolina,NC,08/11/2016,Jill,Stein,"Stein, Jill",,W,"12,105",,0.26%,
607,n/a,North Carolina,NC,08/11/2016,,,,Total State Votes:,,,"4,741,564",,
608,n/a,North Carolina,NC,08/11/2016,,,,,,,,,
609,P80001571,North Dakota,ND,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"216,794",,62.96%,W
610,P00003392,North Dakota,ND,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DNL,"93,758",,27.23%,
611,P20002671,North Dakota,ND,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"21,434",,6.22%,
612,n/a,North Dakota,ND,08/11/2016,,Scattered,Scattered,,W,"6,397",,1.86%,
613,P20003984,North Dakota,ND,08/11/2016,Jill,Stein,"Stein, Jill",,GRE,"3,780",,1.10%,
614,P60021102,North Dakota,ND,08/11/2016,Darrell,Castle,"Castle, Darrell",,CON,"1,833",,0.53%,
615,P60016342,North Dakota,ND,08/11/2016,Rocky Roque,De La Fuente,"De La Fuente, Rocky Roque",,ADP,364,,0.11%,
616,n/a,North Dakota,ND,08/11/2016,,,,Total State Votes:,,,"344,360",,
617,n/a,North Dakota,ND,08/11/2016,,,,,,,,,
618,P80001571,Ohio,OH,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"2,841,005",,51.69%,W
619,P00003392,Ohio,OH,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"2,394,164",,43.56%,
620,P20002671,Ohio,OH,08/11/2016,Gary ,Johnson,"Johnson, Gary ",,N,"174,498",,3.17%,
621,P20003984,Ohio,OH,08/11/2016,Jill,Stein,"Stein, Jill",,GRE,"46,271",,0.84%,
622,n/a,Ohio,OH,08/11/2016,Richard,Duncan,"Duncan, Richard",,N,"24,235",,0.44%,
623,P60022654,Ohio,OH,08/11/2016,Evan,McMullin,"McMullin, Evan",,W,"12,574",,0.23%,
624,P60021102,Ohio,OH,08/11/2016,Darrell L.,Castle,"Castle, Darrell L.",,W,"1,887",,0.03%,
625,n/a,Ohio,OH,08/11/2016,Ben ,Hartnell,"Hartnell, Ben ",,W,589,,0.01%,
626,P60022787,Ohio,OH,08/11/2016,Michael Andrew,Maturen,"Maturen, Michael Andrew",,W,552,,0.01%,
627,P20005260,Ohio,OH,08/11/2016,Tom ,Hoefling,"Hoefling, Tom ",,W,268,,0.00%,
628,P60009917,Ohio,OH,08/11/2016,Chris,Keniston,"Keniston, Chris",,W,114,,0.00%,
629,P20004511,Ohio,OH,08/11/2016,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,90,,0.00%,
630,P00003962,Ohio,OH,08/11/2016,Joe  ,Schriner,"Schriner, Joe  ",,W,62,,0.00%,
631,P60016623,Ohio,OH,08/11/2016,Mike,Smith,"Smith, Mike",,W,62,,0.00%,
632,n/a,Ohio,OH,08/11/2016,Josiah R.,Stroh,"Stroh, Josiah R.",,W,30,,0.00%,
633,P60004405,Ohio,OH,08/11/2016,Monica,Moorehead,"Moorehead, Monica",,W,19,,0.00%,
634,P60018249,Ohio,OH,08/11/2016,Joseph,Maldonado,"Maldonado, Joseph",,W,18,,0.00%,
635,n/a,Ohio,OH,08/11/2016,Barry ,Kirschner,"Kirschner, Barry ",,W,15,,0.00%,
636,P60007523,Ohio,OH,08/11/2016,James Jerome ,Bell,"Bell, James Jerome ",,W,9,,0.00%,
637,n/a,Ohio,OH,08/11/2016,Bruce E. ,Jaynes,"Jaynes, Bruce E. ",,W,8,,0.00%,
638,P00004861,Ohio,OH,08/11/2016,Michael ,Bickelmeyer,"Bickelmeyer, Michael ",,W,6,,0.00%,
639,P60021656,Ohio,OH,08/11/2016,Douglas W.,Thomson,"Thomson, Douglas W.",,W,6,,0.00%,
640,P60005303,Ohio,OH,08/11/2016,Cherunda,Fox,"Fox, Cherunda",,W,5,,0.00%,
641,n/a,Ohio,OH,08/11/2016,,,,Total State Votes:,,,"5,496,487",,
642,n/a,Ohio,OH,08/11/2016,,,,,,,,,
643,P80001571,Oklahoma,OK,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"949,136",,65.32%,W
644,P00003392,Oklahoma,OK,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"420,375",,28.93%,
645,P20002671,Oklahoma,OK,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"83,481",,5.75%,
646,n/a,Oklahoma,OK,08/11/2016,,,,Total State Votes:,,,"1,452,992",,
647,n/a,Oklahoma,OK,08/11/2016,,,,,,,,,
648,P00003392,Oregon,OR,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"1,002,106",,50.07%,W
649,P80001571,Oregon,OR,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"782,403",,39.09%,
650,P20002671,Oregon,OR,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"94,231",,4.71%,
651,n/a,Oregon,OR,08/11/2016,,Miscellaneous,Miscellaneous,,W,"72,594",,3.63%,
652,P20003984,Oregon,OR,08/11/2016,Jill,Stein,"Stein, Jill",,PG/PRO,"50,002",,2.50%,
653,n/a,Oregon,OR,08/11/2016,,,,Total State Votes:,,,"2,001,336",,
654,n/a,Oregon,OR,08/11/2016,,,,,,,,,
655,P80001571,Pennsylvania,PA,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"2,970,733",,48.18%,W
656,P00003392,Pennsylvania,PA,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"2,926,441",,47.46%,
657,P20002671,Pennsylvania,PA,08/11/2016,Gary E.,Johnson,"Johnson, Gary E.",,LIB,"146,715",,2.38%,
658,P20003984,Pennsylvania,PA,08/11/2016,Jill,Stein,"Stein, Jill",,GRE,"49,941",,0.81%,
659,n/a,Pennsylvania,PA,08/11/2016,,Scattered,Scattered,,W,"37,239",,0.60%,
660,P60021102,Pennsylvania,PA,08/11/2016,Darrell L.,Castle,"Castle, Darrell L.",,CON,"21,572",,0.35%,
661,P60022654,Pennsylvania,PA,08/11/2016,Evan,McMullin,"McMullin, Evan",,W,"6,472",,0.10%,
662,P60007168,Pennsylvania,PA,08/11/2016,Bernie,Sanders,"Sanders, Bernie",,W,"6,060",,0.10%,
663,P60003670,Pennsylvania,PA,08/11/2016,John,Kasich,"Kasich, John",,W,302,,0.00%,
664,P60005808,Pennsylvania,PA,08/11/2016,Lynn,Kahn,"Kahn, Lynn",,W,3,,0.00%,
665,n/a,Pennsylvania,PA,08/11/2016,,,,Total State Votes:,,,"6,165,478",,
666,n/a,Pennsylvania,PA,08/11/2016,,,,,,,,,
667,P00003392,Rhode Island,RI,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"252,525",,54.41%,W
668,P80001571,Rhode Island,RI,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"180,543",,38.90%,
669,P20002671,Rhode Island,RI,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"14,746",,3.18%,
670,P20003984,Rhode Island,RI,08/11/2016,Jill,Stein,"Stein, Jill",,GRE,"6,220",,1.34%,
671,P60007168,Rhode Island,RI,08/11/2016,Bernie,Sanders,"Sanders, Bernie",,W,"3,497",,0.75%,
672,n/a,Rhode Island,RI,08/11/2016,,Scattered,Scattered,,W,"2,121",,0.46%,
673,P60022654,Rhode Island,RI,08/11/2016,Evan,McMullin,"McMullin, Evan",,W,773,,0.17%,
674,P60003670,Rhode Island,RI,08/11/2016,John,Kasich,"Kasich, John",,W,695,,0.15%,
675,P60016342,Rhode Island,RI,08/11/2016,"""Rocky"" Roque",De La Fuente,"De La Fuente, ""Rocky"" Roque",,ADP,671,,0.14%,
676,n/a,Rhode Island,RI,08/11/2016,Michael,Pence,"Pence, Michael",,W,291,,0.06%,
677,P80003353,Rhode Island,RI,08/11/2016,Mitt,Romney,"Romney, Mitt",,W,273,,0.06%,
678,n/a,Rhode Island,RI,08/11/2016,Paul,Ryan,"Ryan, Paul",,W,249,,0.05%,
679,P80000722,Rhode Island,RI,08/11/2016,Joe (Joseph),Biden,"Biden, Joe (Joseph)",,W,160,,0.03%,
680,P80002801,Rhode Island,RI,08/11/2016,John,McCain,"McCain, John",,W,124,,0.03%,
681,P60006723,Rhode Island,RI,08/11/2016,Marco,Rubio,"Rubio, Marco",,W,99,,0.02%,
682,n/a,Rhode Island,RI,08/11/2016,Tom (Thomas),Brady,"Brady, Tom (Thomas)",,W,86,,0.02%,
683,n/a,Rhode Island,RI,08/11/2016,Mickey,Mouse,"Mouse, Mickey",,W,79,,0.02%,
684,P60008059,Rhode Island,RI,08/11/2016,Jeb,Bush,"Bush, Jeb",,W,71,,0.02%,
685,n/a,Rhode Island,RI,08/11/2016,Jesus,"""Christ""","""Christ,"" Jesus ",,W,70,,0.02%,
686,n/a,Rhode Island,RI,08/11/2016,,None of the above,None of the above,,W,70,,0.02%,
687,P60005915,Rhode Island,RI,08/11/2016,Ben,Carson,"Carson, Ben",,W,66,,0.01%,
688,P60021102,Rhode Island,RI,08/11/2016,Darrell,Castle,"Castle, Darrell",,W,52,,0.01%,
689,P60006111,Rhode Island,RI,08/11/2016,Ted (Senator),Cruz,"Cruz, Ted (Senator)",,W,46,,0.01%,
690,n/a,Rhode Island,RI,08/11/2016,Colin,Powell,"Powell, Colin",,W,41,,0.01%,
691,P60022787,Rhode Island,RI,08/11/2016,,Michael Maturen - American Solidarity Party,"Maturen, Michael - American Solidarity Party",,W,34,,0.01%,
692,n/a,Rhode Island,RI,08/11/2016,Michelle,Obama,"Obama, Michelle",,W,34,,0.01%,
693,P80004740,Rhode Island,RI,08/11/2016,Michael,Bloomberg,"Bloomberg, Michael",,W,32,,0.01%,
694,n/a,Rhode Island,RI,08/11/2016,Condoleeza,Rice,"Rice, Condoleeza",,W,26,,0.01%,
695,n/a,Rhode Island,RI,08/11/2016,,God (Almighty),God (Almighty),,W,20,,0.00%,
696,n/a,Rhode Island,RI,08/11/2016,Bill (William),Belichek,"Belichek, Bill (William)",,W,19,,0.00%,
